Department of General Services - Procurement Division (DGS-PD),,,,,,,,,,,,,
STATE CONTRACTS INDEX LISTING,,,,,,,,,,,,,
The State Contracts Index Listing identifies current Leveraged Procurement Agreements (LPAs). Questions? Contact the Contract Administrator or PDWebmaster@dgs.ca.gov,,,,,,,,,,,,,
"To access individual LPA contract documents and User Instructions, click the direct link in the next cell or go to Cal eProcure (Contract Search): ",,,,,,Cal eProcure (State Contracts Search),,,,,,,
Blank cells indicate no applicable data. Click on contract type acronym in table for definition.,,,,,,,,,,,,,
LAST UPDATED: 12/15/2022,,,,,,,,,,,,,
"Contract Type  
(DGS use only)",Commodity/Service Description,Contract Number,Contractor Name,Contract Start Date,Contract End Date,Extensions Possible (Yes/No),"Mandatory 
(Yes/No)","State Users (Statewide/
Dept Use Only)",Open to Local Agencies  (Yes/No),State Contract Administrator,Phone,"Environmentally Preferable Purchasing
(EPP) Compliant
(Click link to access Buying Green website)","Rebid Information
(Click link to access solicitation)"
SLP,Spinnaker Software,SLP-20-70-0218D,DVBE TECHNOLOGY GROUP,1/5/2021,12/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Spinnaker Software,SLP-20-70-0286C,MERGENT SYSTEMS INC,12/22/2020,12/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Spinnaker Software,SLP-20-70-0063X,TABORDA SOLUTIONS INC,12/10/2020,12/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Spinnaker Software,SLP-20-70-0189F,BM ASSOCIATES INC,12/9/2020,12/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Spinnaker Software,SLP-20-70-0116P,ENTERPRISE NETWORKING SOLS INC,12/9/2020,12/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Spinnaker Software,SLP-20-70-0236G,FARO CONSULTING & SOLUTIONS LLC,12/9/2020,12/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Splunk Software,SLP-22-70-0288N,NTT AMERICA INC,8/24/2022,8/19/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Splunk Software,SLP-21-70-0338A,NUHARBOR SECURITY,6/7/2021,8/19/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Splunk Software,SLP-21-70-0151I,KOVARUS INC,5/19/2021,8/19/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Splunk Software,SLP-19-70-0029T,NWN SOLUTIONS CORPORATION,8/29/2019,8/19/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Splunk Software,SLP-19-70-0181V,SOLUTIONS SIMPLIFIED,8/29/2019,8/19/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Splunk Software,SLP-19-70-0063G,TABORDA SOLUTIONS INC,8/29/2019,8/19/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Streetlight Data Software,SLP-21-70-0263B,CAL VET INTEGRATED CONSULT,3/4/2021,2/18/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Streetlight Data Software,SLP-21-70-0003U,SHI INTERNATIONAL CORP,3/4/2021,2/18/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Streetlight Data Software,SLP-21-70-0329A,TECHNICAL COMMUNITES INC,3/4/2021,2/18/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Submittable Software,SLP-22-70-0309B,INTERVISION SYSTEMS LLC,8/26/2022,8/23/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Submittable Software,SLP-22-70-0188I,QUALAPPS INC,9/14/2022,8/23/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Submittable Software,SLP-22-70-0366A,SATELLITE INC,8/26/2022,8/23/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Submittable Software,SLP-22-70-0134M,SLED IT SOLUTIONS INC,8/26/2022,8/23/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Submittable Software,SLP-22-70-0367A,SOURCE DIVERSIFIED INC,8/26/2022,8/23/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Suspect Technology Software,SLP-20-70-0303A,FILEONQ INC,6/15/2020,6/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Suspect Technology Software,SLP-20-70-0304A,FORAY TECHNOLOGIES,6/15/2020,6/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Suspect Technology Software,SLP-20-70-0305A,WOLFCOM ENTERPRISES,6/15/2020,6/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Symantec Software,SLP-22-70-0194K,HSB SOLUTIONS INC,8/24/2022,9/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Symantec Software,SLP-22-70-0236J,FARO CONSULTING & SOLUTIONS,8/24/2022,9/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Symantec Software,SLP-21-70-0033U,AURORA SYSTEMS CONSULTING INC,9/1/2021,9/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Symantec Software,SLP-21-70-0209R,HF TECH SERVICES INC,9/1/2021,9/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Symantec Software,SLP-22-70-0370A,INFOLOCK TECHNOLOGIES LLC,9/20/2022,9/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Symantec Software,SLP-21-70-0063I,TABORDA SOLUTIONS INC,9/1/2021,9/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Syntasa Software,SLP-21-70-0287C,SUNSTONEIT LLC,4/20/2021,4/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Syntasa Software,SLP-21-70-0272B,SYSTEM SOLUTIONS DVBE INC,4/20/2021,4/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Syntasa Software,SLP-21-70-0063D,TABORDA SOLUTIONS INC,4/20/2021,4/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tableau Software,SLP-20-70-0027A,ALLIED NETWORK SOLUTIONS INC,6/24/2020,6/12/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tableau Software,SLP-20-70-0260D,PLANTE & MORAN PLLC,6/24/2020,6/12/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tableau Software,SLP-20-70-0181J,SOLUTIONS SIMPLIFIED,6/24/2020,6/12/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tableau Software,SLP-20-70-0159M,SYSTEM SOLUTIONS DVBE INC,6/24/2020,6/12/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tableau Software,SLP-20-70-0063T,TABORDA SOLUTIONS INC,6/24/2020,6/12/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tableau Software,SLP-20-70-0161G,TRINITY TECHNOLOGY GROUP,6/24/2020,6/12/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Talend Software,SLP-21-70-0064R,CARAHSOFT TECHNOLOGY CORP,9/29/2021,9/23/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Talend Software,SLP-21-70-0342A,KEYRUS USA INC,9/29/2021,9/23/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Talend Software,SLP-21-70-0063K,TABORDA SOLUTIONS INC,9/29/2021,9/23/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Tanium Software,9-22-70-0002D,EPLUS TECHNOLOGY INC,11/17/2022,9/20/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Tanium Software,9-22-70-0036A,WORLD WIDE TECHNOLOGY LLC,9/16/2022,9/20/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Tanium Software,9-21-70-0019B,KOVARUS INC,3/26/2021,9/20/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Tanium Software,9-19-70-0018A,QUEST MEDIA & SUPPLIES INC,10/7/2019,9/20/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tanium Software,SLP-21-70-0151C,KOVARUS INC,3/9/2021,1/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tanium Software,SLP-21-70-0324A,BURWOOD GROUP INC,2/9/2021,1/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tanium Software,SLP-21-70-0059F,EPLUS TECHNOLOGY INC,2/9/2021,1/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tanium Software,SLP-21-70-0115M,NOVACOAST INC,2/5/2021,1/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tanium Software,SLP-21-70-0198E,QUEST MEDIA & SUPPLIES INC,2/5/2021,1/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tanium Software,SLP-21-70-0294C,RED RIVER TECHNOLOGY LLC,2/5/2021,1/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tempo Software,SLP-19-70-0262B,EAM SOFTWARE,10/17/2019,10/5/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tempo Software,SLP-19-70-0271B,CPSC SOLUTIONS LLC,10/10/2019,10/5/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tempo Software,SLP-19-70-0273A,TEN CONSULTING LLC,10/10/2019,10/5/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tenable Software,SLP-21-70-0003W,SHI INTERNATIONAL CORP,4/28/2021,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tenable Software,SLP-20-70-0025E,CDW GOVERNMENT LLC,7/1/2020,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tenable Software,SLP-20-70-0027Y,ALLIED NETWORK SOLUTIONS,6/24/2020,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tenable Software,SLP-20-70-0033T,AURORA SYSTEMS CONSULTING INC,6/2/2020,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tenable Software,SLP-20-70-0059D,EPLUS TECHNOLOGY INC,6/2/2020,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tenable Software,SLP-20-70-0288F,NTT AMERICA SOLUTIONS INC,6/2/2020,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ThousandEyes Software,SLP-21-70-0132H,PRESIDIO NETWORKED SOL GROUP,7/2/2021,4/20/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ThousandEyes Software,SLP-21-70-0029Y,NWN SOLUTIONS CORPORATION,6/29/2021,4/20/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ThousandEyes Software,SLP-20-70-0116M,ENS-INC,7/22/2020,4/20/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ThousandEyes Software,SLP-20-70-0288E,NTT AMERICA SOLUTIONS INC,7/22/2020,4/20/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Trellix Software,SLP-22-70-0146J,ACS APPLIED COMPUTER SOLNS INC,3/21/2022,2/28/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Trellix Software,SLP-22-70-0064U,CARAHSOFT TECHNOLOGY CORP,3/1/2022,2/28/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Trellix Software,SLP-22-70-0165F,DYNTEK SERVICES INC,2/28/2022,2/28/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Trellix Software,SLP-22-70-0112F,GRANITE DATA SOLUTIONS,2/28/2022,2/28/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Trellix Software,SLP-22-70-0063A,TABORDA SOLUTIONS INC,10/5/2022,2/28/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Trellix Software,SLP-22-70-0198G,QUEST MEDIA & SUPPLIES INC,2/28/2022,2/28/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tricentis Software,SLP-20-70-0063V,TABORDA SOLUTIONS INC,1/25/2021,2/18/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tricentis Software,SLP-20-70-0139K,ADVANCED TECH SOLUTIONS INC,3/4/2020,2/18/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tricentis Software,SLP-20-70-0088H,THE STATESTORE INC,3/4/2020,2/18/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tritech Software,SLP-18-70-0027D,ALLIED NETWORK SOLUTIONS INC,7/11/2018,5/6/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tritech Software,SLP-18-70-0181H,SOLUTIONS SIMPLIFIED,7/11/2018,5/6/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tritech Software,SLP-18-70-0063R,TABORDA SOLUTIONS INC,7/11/2018,5/6/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tyler Technologies Software,SLP-21-70-0063M,TABORDA SOLUTIONS INC,11/24/2021,11/16/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tyler Technologies Software,SLP-21-70-0088N,THE STATESTORE INC,11/19/2021,11/16/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tyler Technologies Software,SLP-21-70-0258C,BROOKEY & COMPANY INC,11/16/2021,11/16/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tyler Technologies Software,SLP-21-70-0284B,SOLIX INC,11/16/2021,11/16/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Tyler Technologies Software,SLP-21-70-0220Q,VISIONARY INTEGRATION PROF LLC,11/16/2021,11/16/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,UiPath Software,SLP-22-70-0362A,ZILLION TECHNOLOGIES INC,7/21/2022,7/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,UiPath Software,SLP-20-70-0297A,JOLTFED LLC,5/20/2020,7/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,UiPath Software,SLP-20-70-0298A,MERGENT SYSTEMS INC,4/8/2020,7/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,UiPath Software,SLP-22-70-0376A,ROBOYO USA INC,11/30/2022,7/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,UiPath Software,SLP-19-70-0181T,SOLUTIONS SIMPLIFIED,7/29/2019,7/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,UiPath Software,SLP-19-70-0161E,TRINITY TECHNOLOGY GROUP,7/29/2019,7/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Unqork Software,SLP-21-70-0027M,ALLIED NETWORK SOLUTIONS INC,12/22/2021,12/2/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Unqork Software,SLP-21-70-0064S,CARAHSOFT TECHNOLOGY CORP,12/22/2021,12/2/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Unqork Software,SLP-21-70-0181T,SOLUTIONS SIMPLIFIED,12/22/2021,12/2/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Vantiq Software,SLP-20-70-0027C,ALLIED NETWORK SOLUTIONS INC,9/10/2020,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Vantiq Software,SLP-20-70-0309A,INTERVISION SYSTEMS LLC,9/10/2020,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Vantiq Software,SLP-20-70-0238F,OUTREACH SOLUTIONS AS A,9/10/2020,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Vantiq Software,SLP-20-70-0134G,SLED IT SOLUTIONS INC,9/10/2020,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Varonis Software,SLP-22-70-0151R,KOVARUS INC,2/14/2022,1/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Varonis Software,SLP-21-70-0184Q,OPTIV SECURITY INC,10/19/2021,1/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Varonis Software,SLP-19-70-0059Q,EPLUS TECHNOLOGY INC,3/15/2019,1/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Varonis Software,SLP-19-70-0063Y,TABORDA SOLUTIONS INC,3/15/2019,1/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Varonis Software,SLP-19-70-0029R,NWN SOLUTIONS CORPORATION,3/7/2019,1/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Vectra Software,SLP-19-70-0059L,EPLUS TECHNOLOGY INC,10/4/2021,8/29/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Vectra Software,SLP-21-70-0184P,OPTIV SECURITY INC,9/28/2021,8/29/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Vectra Software,SLP-19-70-0198F,QUEST MEDIA & SUPPLIES INC,8/29/2021,8/29/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Vectra Software,SLP-19-70-0063N,TABORDA SOLUTIONS INC,12/19/2019,8/29/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Vectra Software,SLP-18-70-0003J,SHI INTERNATIONAL CORP,12/11/2018,8/29/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Verificient Software,SLP-22-70-0359A,SPEARHEAD CORPORATION,7/7/2022,4/22/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Verificient Software,SLP-22-70-0027S,ALLIED NETWORK SOLUTIONS INC,4/25/2022,4/22/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Verificient Software,SLP-22-70-0350A,E4A CONSULTING LLC,4/25/2022,4/22/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Verificient Software,SLP-22-70-0181A,SOLUTIONS SIMPLIFIED,4/25/2022,4/22/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Veritas Software,SLP-21-70-0331G,ONPAR ADVISORS LLC,11/19/2021,2/3/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Veritas Software,SLP-19-70-0027N,ALLIED NETWORK SOLUTIONS INC,7/24/2019,2/3/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Veritas Software,SLP-19-70-0202C,DATAENDURE,7/24/2019,2/3/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Veritas Software,SLP-20-70-0199N,ZONES IT SOLUTIONS INC,7/8/2019,2/3/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Veritone Software,SLP-22-70-0003B,SHI INTERNATIONAL CORP,10/28/2022,5/4/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Veritone Software,SLP-22-70-0025L,CDW GOVERNMENT LLC,10/6/2022,5/4/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Veritone Software,SLP-22-70-0090H,ABLEGOV INC,10/6/2022,5/4/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Veritone Software,SLP-22-70-0371A,WORD SYSTEMS LLC,10/6/2022,5/4/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,VMware Software,SLP-22-70-0007F,DELL MARKETING LP,10/11/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,VMware Software,SLP-22-70-0029C,NWN SOLUTIONS CORPORATION,9/20/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,VMware Software,SLP-22-70-0116R,ENTERPRISE NETWORKING SOLS INC,9/20/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,VMware Software,SLP-22-70-0132M,PRESIDIO NETWORKED SOL GROUP,9/20/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,VMware Software,SLP-22-70-0151Y,KOVARUS INC,9/22/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,VMware Software,SLP-22-70-0368A,COMPUTACENTER UNITED STATES,9/23/2022,8/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,VMware - Carbon Black,9-22-70-0003H,OPTIV SECURITY INC,2/16/2022,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,VMware - Carbon Black,9-22-70-0019D,KOVARUS INC,2/14/2022,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,VMware - Carbon Black,9-20-70-0033B,PRESIDIO NETWORKED SOL GROUP,1/8/2021,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,VMware - Carbon Black,9-20-70-0024B,CDW GOVERNMENT LLC,1/5/2021,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,VMware - Carbon Black,9-20-70-0028B,ENTISYS360,12/16/2020,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,VMware - Carbon Black,9-20-70-0031A,NWN SOLUTIONS CORPORATION,12/16/2020,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,West Publishing Corporation Software,SLP-22-70-0161J,TRINITY TECHNOLOGY GROUP INC,6/14/2022,2/16/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,West Publishing Corporation Software,SLP-22-70-0183K,PATRIOT IT CORPORATION,6/14/2022,2/16/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,West Publishing Corporation Software,SLP-22-70-0198H,QUEST MEDIA & SUPPLIES INC,6/14/2022,2/16/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Workday Software,SLP-19-70-0221B,EC AMERICA INC,11/13/2019,9/20/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Workday Software,SLP-19-70-0081C,OAKLAND CONSULTING GROUP INC,11/20/2019,9/20/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Workday Software,SLP-19-70-0281A,PRECISION TASK GROUP INC,11/13/2019,9/20/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Workday Software,SLP-19-70-0063M,TABORDA SOLUTIONS INC,11/13/2019,9/20/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,xFusion Software,SLP-20-70-0027B,ALLIED NETWORK SOLUTIONS INC,7/30/2020,7/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,xFusion Software,SLP-20-70-0189E,BM ASSOCIATES INC,7/30/2020,7/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,xFusion Software,SLP-20-70-0209M,HF TECH SERVICES INC,7/30/2020,7/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,xFusion Software,SLP-20-70-0199P,ZONES LLC,7/30/2020,7/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Zerto Software,SLP-21-70-0051E,SIRIUS COMPUTER SOLUTIONS INC,6/18/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Zerto Software,SLP-21-70-0059J,EPLUS TECHNOLOGY INC,6/15/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Zerto Software,SLP-21-70-0116Q,ENTERPRISE NETWORKING SOLS INC,6/11/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Zerto Software,SLP-21-70-0023L,ENTISYS360,6/11/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Zerto Software,SLP-21-70-0063F,TABORDA SOLUTIONS INC,6/11/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
